Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
74ab949d-17ac-3309-83a0-13b4405c66aa,Fitchburg Outpatient Clinic,881 Main Street,Fitchburg,MA,01420,42.586487,-71.80521,978-342-9781 Or 978-342-9781,0.0,3
e09d4c49-c2ef-3b0f-9a46-3719d9219306,UMASS MEMORIAL HEALTHALLIANCE CLINTON HOSPITAL INC,60 HOSPITAL RD,LEOMINSTER,MA,014533290,42.54031915,-71.76312990486304,9784662000,0.0,9
aa682136-a4df-3942-9f50-e6fcee6c0b73,SOUTHWOOD AT NORWELL NURSING CTR,501 CORDWAINER DRIVE,NORWELL,MA,020611630,42.1647071,-70.88149077838713,7819827450,0.0,16
bdc3ee76-9cf3-316d-b202-a8da1ea3fa20,KINDRED HOSPICE,130 RUMFORD AVENUE  SUITE 211,AUBURNDALE,MA,024661370,42.35853505,-71.24125521214887,6176634997,0.0,1
ede4a423-6258-3ef5-b5ba-0fa6bb579563,COMMUNITY HEALTH CONNECTIONS,326 NICHOLS ROAD,FITCHBURG,MA,014205478,42.5974358,-71.80761197366103,9788788100,0.0,29
b3ada130-6443-3a8e-98c7-4ec127a2b0c4,LIFE CARE CENTER OF ACTON,ONE GREAT ROAD,ACTON,MA,017205601,42.4850931,-71.43284,9782639101,0.0,4
eee00932-ca82-36bc-b7e8-e3fff6dbaeaa,DANA FARBER CANCER INSTITUTE,450 BROOKLINE AVE,WEYMOUTH,MA,021893141,42.2212188,-70.9391625,6176323000,0.0,875
dbe1e521-57da-3855-9aa0-aabadbd17e32,NORTH RIVER HOSPICE LLC,454 WASHINGTON ST,NORWELL,MA,020612050,42.1592792,-70.85480698781902,5084082408,0.0,2
a2cc09de-c1e2-3126-8c09-d49f95225281,CHILDREN'S HOSPITAL CORPORATION,300 LONGWOOD AVE,WALTHAM,MA,024532741,42.3756401,-71.2358004,6173554831,0.0,1
f341c366-8313-3790-ab26-d8d27b116ff5,WAYSIDE YOUTH & FAMILY SUPPORT NETWORK,80 LINCOLN STREET,WALTHAM,MA,024535465,42.39322121170625,-71.24104146434591,5086200010,0.0,44
79508e39-d0b0-3613-9d54-168f6e1c3a18,NASHOBA VALLEY MEDICAL CENTER,200 GROTON ROAD,GROTON,MA,014502056,42.577352149999996,-71.57414587343038,9787849000,0.0,43
d0894f6b-78d7-338d-82ad-b63de4d40014,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,WALTHAM,MA,02452,42.3756401,-71.2358004,6174923500,0.0,34
2836d9ac-c6a6-39d1-8f13-fdf0fc8928f4,TEWKSBURY HOSPITAL,365 EAST ST,TEWKSBURY,MA,018761950,42.6069472,-71.2180803,9788517321,0.0,12
a2f8d8fe-665e-390f-8b9b-efdc0b14a77c,LOWELL COMMUNITY HEALTH CENTER,161 JACKSON ST,LOWELL,MA,018522103,42.6425382,-71.3093946,9783228590,0.0,1
15e26ce3-9006-3ce2-9327-493180a15ec1,CIRCLE OF LIFE FAMILY MEDICINE PC,6 GROVE ST,NORWELL,MA,020611534,42.172231693916025,-70.87836493029226,3394692707,0.0,84
2ca615f3-87f7-3283-a447-d919a883b676,HANOVER FAMILY HEALTH & URGENT CARE PC,1399 WASHINGTON ST,HANOVER,MA,023391653,42.1441354,-70.8440854,7818290895,0.0,22
51d38e67-9350-39b8-bbb3-91cc879ae415,HIGHLANDS  THE,335 NICHOLS ROAD,FITCHBURG,MA,014201932,42.598254850000004,-71.80841914533654,9783434411,0.0,2
2fb77691-5353-358a-bc94-90af77dd654b,NASHOBA VALLEY MEDICAL CENTER  A STEWARD FAMILY HOSPITAL INC,200 GROTON RD,AYER,MA,014321168,42.577352149999996,-71.57414587343038,9787849000,0.0,65
9dbd44ba-59b2-3d1d-ac91-3880af8081d2,INTEGRATIVE FAMILY MEDICINE ASSOCIATES,529 MAIN ST STE B,ACTON,MA,017203965,42.4878132338563,-71.43046999422496,9786351800,0.0,42
84d5768f-3a21-3da9-aad2-bbf7a3ae2700,LOWELL FAMILY MEDICAL CARE PC,817 MERRIMACK ST,LOWELL,MA,018543548,42.650296999999995,-71.32263756223612,9784530550,0.0,29
218e58e4-9642-3ebd-9b39-34d15f22c620,COMMUNICATIVE HEALTH CARE ASSOCIATES INC.,977 MAIN ST,WALTHAM,MA,024517406,42.376452150000006,-71.25063779999999,7818994709,0.0,33
25431f9a-00e4-36d8-9810-4125328eec50,THE GENERAL HOSPITAL CORPORATION,55 FRUIT ST,WALTHAM,MA,02451,42.3756401,-71.2358004,6177262000,0.0,14
121b0ad1-1beb-3caa-9271-3d3f726bb727,PATRIOT URGENT CARE PROFESSIONALS PC,1030 MAIN STREET,WALTHAM,MA,024517447,42.375828,-71.2527956,7818946900,0.0,3
c05d73d0-b348-32ce-9fe5-13a720950f37,URGENT HELP CHELMSFORD PC,45 DRUM HILL RD,CHELMSFORD,MA,018241503,42.6255635,-71.3615131,9784467515,0.0,1
